Evidence_ID,Person_ID,Event_ID,Claim_Supported,Source_Title,Source_Publisher,Source_URL,Publication_Date,Source_Type,Primary_or_Secondary,Archived_URL,Date_Accessed,Relevant_Excerpt_or_Summary,Evidence_Strength
EV0122,Unknown,E088,"Participation detail: 24h hackathon, four judging panels, top nine re-pitched; DVT team Greenly reached top nine",GirlCode Hackathon 2018 report back,DVT,https://www.dvtsoftware.com/news-insights/insights/item/324-girlcode-hackathon-2018-report-back,2018-11-29,Corporate blog,Participant-generated,Unknown,2026-08-26,"Participation detail: 24h hackathon, four judging panels, top nine re-pitched; DVT team Greenly reached top nine",Moderate
EV0123,P0258 ; P0259 ; P0260 ; P0261,E090,"2022 GradHack winner: UJ? no — UCT IS Honours team (Athir Fayker, Furqaan Ajmoodien, Goosain Allie, Kyle Poggenpoel), solution D-Tex (IoT/emerging tech for Discovery insurance divi",IS team wins 2022 Discovery GradHack,UCT School of IT,https://sit.uct.ac.za/articles/2021-06-17-team-wins-2022-discovery-gradhack,2022-08-18,University news,Primary,Unknown,2026-08-26,"2022 GradHack winner: UJ? no — UCT IS Honours team (Athir Fayker, Furqaan Ajmoodien, Goosain Allie, Kyle Poggenpoel), solution D-Tex (IoT/emerging tech for Discovery insurance division)",Strong
EV0124,P0262 ; P0263 ; P0264,E091,"2023 virtual Gradhack from 21 Apr 2023, 15 teams, 72h; winner Hackstreet Boys (James Clark, Max Coleman, Jack Scott-King, UCT 4th-year IS; Self-Sovereign Identity KYC); top three a",The Hackstreet Boys win the 2023 Discovery Gradhack,UCT School of IT,https://sit.uct.ac.za/articles/2023-06-13-hackstreet-boys-win-2023-discovery-gradhack,2023-06-13,University news,Primary,Unknown,2026-08-26,"2023 virtual Gradhack from 21 Apr 2023, 15 teams, 72h; winner Hackstreet Boys (James Clark, Max Coleman, Jack Scott-King, UCT 4th-year IS; Self-Sovereign Identity KYC); top three all Cape Town: BroCode (UCT), QWERTY (Stellenbosch)",Strong
EV0125,P0265,E089 ; E095,'Gradhack Winning Team Discovery Ltd. Jul 2019' and '3rd Place Winners of FinChatBot Hackathon FinChatBot Nov 2019' — self-reported; the FinChatBot 3rd-place claim is corroborated ,Thabang Mabula — LinkedIn profile (Honors & Awards),LinkedIn (self-reported),https://www.linkedin.com/in/thabang-mabula/,2026 (profile),Public profile,Participant-generated,Unknown,2026-08-26,'Gradhack Winning Team Discovery Ltd. Jul 2019' and '3rd Place Winners of FinChatBot Hackathon FinChatBot Nov 2019' — self-reported; the FinChatBot 3rd-place claim is corroborated by S98 (The Edge took third place),Weak-Moderate
EV0126,P0269 ; P0270,E086,ITWeb Security Summit 2026 Hackathon: 1st Team Doria R20k; 2nd Juveni Q R10k (AI cyber immune system); 3rd Siyabona R5k (mobile anti-phishing); CTF Blue Teaming: Lesoko Monyepao (U,Team Doria wins #SSHACK26,ITWeb,https://www.itweb.co.za/article/team-doria-wins-sshack26/4r1ly7R95KPvpmda,2026-06-05,News article,Secondary,Unknown,2026-08-26,"ITWeb Security Summit 2026 Hackathon: 1st Team Doria R20k; 2nd Juveni Q R10k (AI cyber immune system); 3rd Siyabona R5k (mobile anti-phishing); CTF Blue Teaming: Lesoko Monyepao (UNISA Business Informatics); CTF Red Teaming: Katlego Tsebe (UNISA BSc Informatics); Subverted Academy licences; partners incl. Geekulcha, Snode",Strong
EV0127,P0267 ; P0268,E084 ; E085,"SS24Hack: 500+ registrations, 57 participants/14 teams; 1st Art-VeriAI (4 SPU data science students; R20k by Snode; anti-deepfake API); 2nd Team Sudo SPU; Sudo SPU also won CTF ($2",NCape developers shine at Security Summit 2024 Hackathon,ITWeb,https://www.itweb.co.za/article/ncape-developers-shine-at-security-summit-2024-hackathon/VgZey7JlkeyqdjX9,2024-06-07,News article,Secondary,Unknown,2026-08-26,"SS24Hack: 500+ registrations, 57 participants/14 teams; 1st Art-VeriAI (4 SPU data science students; R20k by Snode; anti-deepfake API); 2nd Team Sudo SPU; Sudo SPU also won CTF ($250 + Snode internships); 'Ethical Exploiters' won first place in CTF (Telspace internships + R40k laptop); Future Hackers Award: Alex Dodd and Jivesh Ramnath",Strong
EV0128,P0266,E083,"#SS22Hack (Sandton Convention Centre): overall winner 'Hacker Agents' — students from Sol Plaatje University, Kimberley (R20k; digital signatures for DoH vaccination SMSes; Snode i",Young geeks rise to defend SA from ID fraud,ITWeb,https://www.itweb.co.za/article/young-geeks-rise-to-defend-sa-from-id-fraud/WnpNgq21GZYMVrGd,2022-06-08,News article,Secondary,Unknown,2026-08-26,"#SS22Hack (Sandton Convention Centre): overall winner 'Hacker Agents' — students from Sol Plaatje University, Kimberley (R20k; digital signatures for DoH vaccination SMSes; Snode internships); 2nd SecureIT (two UJ students; R10k; Best Female Hackers); 3rd Cyber Smart Team (Mpumalanga; R5k); CTF winner Jabu Mahlangu (Mpumalanga; Telspace internship); Tiyani Nghonyama chairperson",Strong
EV0129,Unknown,E084,#SS23Hack at Sandton Convention Centre 6-7 June 2023; '2023 Geekulcha/ITWeb Security Summit Hackathon'; sponsors Snode and Startup Business Campus; 1st prize R20k + 12-month Snode ,Hackathon — ITWeb Security Summit 2023 (event page),ITWeb,https://www.itweb.co.za/event/itweb-security-summit-2023/hackathon/index.html,2023,Organiser event page,Primary,Unknown,2026-08-26,"#SS23Hack at Sandton Convention Centre 6-7 June 2023; '2023 Geekulcha/ITWeb Security Summit Hackathon'; sponsors Snode and Startup Business Campus; 1st prize R20k + 12-month Snode internship; judges listed (Naidoo, Nasiorowska, Ntombela, Regasek) — winners' names not on page snapshot",Moderate
EV0130,Unknown,E087,"Northern Cape edition of ITWeb SS Hackathon (#SS25HACK) hosted by NC Dept of Economic Development & Tourism, Sol Plaatje University, Geekulcha, CompTIA, Telspace Africa, Snode; up ",Security hackathon heads to Kimberley,ITWeb,https://www.itweb.co.za/article/security-hackathon-heads-to-kimberley/mQwkoM6Y6aE73r9A,2025-05-30,News article,Secondary,Unknown,2026-08-26,"Northern Cape edition of ITWeb SS Hackathon (#SS25HACK) hosted by NC Dept of Economic Development & Tourism, Sol Plaatje University, Geekulcha, CompTIA, Telspace Africa, Snode; up to 50 participants in 15 teams; AI-for-cyber-resilience theme",Moderate
EV0131,P0272 ; P0273 ; P0274 ; P0275 ; P0276 ; P0277 ; P0278 ; P0279,E092,"PAICTA + UJ Technopreneurship Centre virtual hackathon (agri challenge, 13 groups): winner Young Innovators Tech; specials: Charity Ruvurashe Chichichi (best female hacker), Tinash",Virtual Hackathon Challenge winners announced,Ventureburn,https://ventureburn.com/2020/12/virtual-hackathon-challenge-winners-announced/,2020-11-30,Tech media,Secondary,Unknown,2026-08-26,"PAICTA + UJ Technopreneurship Centre virtual hackathon (agri challenge, 13 groups): winner Young Innovators Tech; specials: Charity Ruvurashe Chichichi (best female hacker), Tinashe Makamure (Rising Star), Yoosuf Haffejee (GeekHack Star); sponsors Software AG, Siyafunda CTC, Mecer, Huawei, Deviare; CISCO training for all",Strong
EV0132,Unknown,E093,Mpumalanga Artificial Intelligence Student Hackathon (Maish) launched by University of Mpumalanga + TUT; theme 'Utilising digital solutions to solve Africa's problems'; 2023 editio,MPUMALANGA AI HACKATHON: UNIS JOIN FOR STUDENT EVENT,Visive.ai,https://www.visive.ai/news/mpumalanga-ai-hackathon-unis-join-for-student-event,Unknown,News article,Secondary,Unknown,2026-08-26,"Mpumalanga Artificial Intelligence Student Hackathon (Maish) launched by University of Mpumalanga + TUT; theme 'Utilising digital solutions to solve Africa's problems'; 2023 edition executed successfully (per Prof Ndiko Ludidi, UMP dean); winners not stated",Moderate
EV0133,P0271,E094,"Telkom 10x Hackathon at TUT eMalahleni Campus (with Nkangala TVET College, Amdocs, Geekulcha; students + high-school learners): winner Technobytes (TUT) — 'Gig Kasi' marketplace ap",TUT and Telkom drive innovation with 36-hour Hackathon to empower youth,Tshwane University of Technology,https://www.tut.ac.za/latest-news/819-tut-and-telkom-drive-innovation-with-36-hour-hackathon-to-empower-youth,2025-10-02,University news,Primary,Unknown,2026-08-26,"Telkom 10x Hackathon at TUT eMalahleni Campus (with Nkangala TVET College, Amdocs, Geekulcha; students + high-school learners): winner Technobytes (TUT) — 'Gig Kasi' marketplace app, R20k + national entry (Best Newcomer / Best Hackathon Solution categories); team member Matsobane Sethosa (final-year CS); runner-up R15k",Strong
EV0134,Unknown,Unknown,"Confirms FS leg date 7 Sep 2025 at Botshabelo Digital Hub; Chetter (2nd-year IT) & Makhetha (4th-year Advanced Diploma Studio Art), R15k; advanced to national finals Johannesburg; ",CUT Students' Life-Saving Fire Alert System Takes 1st Place at Telkom 10X Hackathon,Central University of Technology,https://www.cut.ac.za/news/cut-students-life-saving-fire-alert-system-takes-first-place-at-telkom-hackathon,2025-10-17,University news,Primary,Unknown,2026-08-26,"Confirms FS leg date 7 Sep 2025 at Botshabelo Digital Hub; Chetter (2nd-year IT) & Makhetha (4th-year Advanced Diploma Studio Art), R15k; advanced to national finals Johannesburg; also 3rd at Geekulcha Annual Hackathon",Strong
EV0135,P0265 ; P0280 ; P0281 ; P0282 ; P0283 ; P0284,E095,"FinChatBot's first hackathon, at IBM Johannesburg; 11 teams; R10k + Budget Insurance implementation. Winner 'Aurora': Ramashita Ramutloa (EY RPA), Joanne Moonsamy (Nedbank DSI), Mo",FinChatBot — first hackathon at IBM Johannesburg,Skills Summit (article syndication),http://www.skillssummit.co.za/index.php/article/finchatbot-30163.html,2020-01-21,Sector publication,Secondary,Unknown,2026-08-26,"FinChatBot's first hackathon, at IBM Johannesburg; 11 teams; R10k + Budget Insurance implementation. Winner 'Aurora': Ramashita Ramutloa (EY RPA), Joanne Moonsamy (Nedbank DSI), Moses Shaba Jnr (Nedbank DSI), Rob Fairon (EDSA intern), Ebrahim Noormahomed (EDSA student); 2nd Midnight Stack Overflow; 3rd The Edge; Qubit Mafia also recognised",Strong
EV0136,Unknown,Unknown,"TVH 2022 (4th annual): hosted by TUT Faculty of ICT with AWS, City of Tshwane, AB4IR; 110 hackers; health/unemployment/service-delivery challenges",Krilona Pillay LinkedIn post — 4th Annual Tshwane Varsity Hackathon,LinkedIn (public post),https://www.linkedin.com/posts/krilona-pillay-4135016_aws-e2w-southafrica-activity-6992040915729018880-A0os,2022-10-29,Organiser-adjacent social post,Participant-generated,Unknown,2026-08-26,"TVH 2022 (4th annual): hosted by TUT Faculty of ICT with AWS, City of Tshwane, AB4IR; 110 hackers; health/unemployment/service-delivery challenges",Moderate
